Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation,Predicate,Antecedent_Role,Pronoun_Role,SRL_Match,Predicate_Distance
148-their-0,Login page for tenants to manage their#0apps,their,6,Login page,A,manage,O,ARG1,0,-1
148-their-0,Login page for tenants to manage their#0apps,their,6,tenants,A,manage,ARG0,ARG1,1,0
149-their-0,"Tenants can add their#0personal (name, email, dob) information",their,3,Tenants,UA,add,ARG0,ARG1,1,0
153-their-0,Tenants can change their#0default credentials of subscribed app,their,3,Tenants,UA,change,ARG0,ARG1,1,0
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,A help page,UA,shown,ARG1,ARGM-PRP,0,0
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,the tenant,UA,shown,ARG2,ARGM-PRP,0,0
154-they-0,A help page must be shown to the tenant for solving any difficulties they#0might encounter.,they,13,any difficulties,UA,shown,ARGM-PRP,ARGM-PRP,1,0
155-their-0,The developers should follow the guidelines that would be provided to create their#0database models/tables.,their,12,The developers,A,follow,ARG0,ARG1,1,0
155-their-0,The developers should follow the guidelines that would be provided to create their#0database models/tables.,their,12,the guidelines,A,follow,ARG1,ARG1,1,0
156-their-0,A list of customers will be maintained with their#0information,their,8,A list,UA,maintained,ARG1,ARGM-MNR,0,0
156-their-0,A list of customers will be maintained with their#0information,their,8,customers,UA,maintained,ARG1,ARGM-MNR,0,0
157-their-0,A list of all the orders will be maintained with their#0delivery status,their,10,A list,UA,maintained,ARG1,ARGM-MNR,0,0
157-their-0,A list of all the orders will be maintained with their#0delivery status,their,10,all the orders,UA,maintained,ARG1,ARGM-MNR,0,0
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,The system,UA,provide,ARG0,ARG1,1,0
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,search bar,UA,provide,ARG1,ARG1,1,0
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,any form,UA,provide,ARG1,ARG1,1,0
158-it-0,The system shall provide search bar to write any form of comment in it#0,it,13,comment,UA,provide,ARG1,ARG1,1,0
159-it-0,All material that is stored in the repository will enter it#0via the Ingest function.,it,10,All material,A,enter,ARG0,ARG1,1,0
159-it-0,All material that is stored in the repository will enter it#0via the Ingest function.,it,10,the repository,A,enter,ARG0,ARG1,1,0
160-we-0,The library may want to accept important digital materials in non-standard formats in case we#0are able to migrate them to a more usable format in the future.,we,16,The library,UA,want,ARG0,ARG1,1,0
160-we-0,The library may want to accept important digital materials in non-standard formats in case we#0are able to migrate them to a more usable format in the future.,we,16,important digital materials,UA,want,ARG1,ARG1,1,0
160-we-0,The library may want to accept important digital materials in non-standard formats in case we#0are able to migrate them to a more usable format in the future.,we,16,non-standard formats,UA,want,ARG1,ARG1,1,0
160-we-0,The library may want to accept important digital materials in non-standard formats in case we#0are able to migrate them to a more usable format in the future.,we,16,case,UA,want,ARG1,ARG1,1,0
160-them-1,The library may want to accept important digital materials in non-standard formats in case we are able to migrate them#1to a more usable format in the future.,them,21,The library,UA,want,ARG0,ARG1,1,0
160-them-1,The library may want to accept important digital materials in non-standard formats in case we are able to migrate them#1to a more usable format in the future.,them,21,important digital materials,UA,want,ARG1,ARG1,1,0
160-them-1,The library may want to accept important digital materials in non-standard formats in case we are able to migrate them#1to a more usable format in the future.,them,21,non-standard formats,UA,want,ARG1,ARG1,1,0
160-them-1,The library may want to accept important digital materials in non-standard formats in case we are able to migrate them#1to a more usable format in the future.,them,21,case,UA,want,ARG1,ARG1,1,0
161-it-0,"Once material has arrived, it#0must undergo several reviews, including virus checking, format compliance and anticipated content and file type.",it,5,material,UA,undergo,ARGM-TMP,ARG1,0,0
162-they-0,Allows resources to be reviewed before a decision is made whether they#0should be retained.,they,11,resources,UA,Allows,ARG1,ARG1,1,0
162-they-0,Allows resources to be reviewed before a decision is made whether they#0should be retained.,they,11,a decision,UA,Allows,ARG1,ARG1,1,0
163-their-0,Allows metadata to be stored in a database in a manner that conforms to repository reformatting and linked to their#0corresponding objects via an identifier.,their,19,metadata,UA,Allows,ARG1,ARG1,1,0
163-their-0,Allows metadata to be stored in a database in a manner that conforms to repository reformatting and linked to their#0corresponding objects via an identifier.,their,19,a database,UA,Allows,ARG1,ARG1,1,0
163-their-0,Allows metadata to be stored in a database in a manner that conforms to repository reformatting and linked to their#0corresponding objects via an identifier.,their,19,a manner,UA,Allows,ARG1,ARG1,1,0
164-it-0,The Coordinate Updates function also incorporates the storage identification information into the Descriptive Information for the AIP and transfers it#0to the Data Management entity along with a database update request.,it,19,The Coordinate Updates function,A,transfers,ARG0,ARG1,1,0
164-it-0,The Coordinate Updates function also incorporates the storage identification information into the Descriptive Information for the AIP and transfers it#0to the Data Management entity along with a database update request.,it,19,the storage identification information,A,transfers,ARG1,ARG1,1,13
164-it-0,The Coordinate Updates function also incorporates the storage identification information into the Descriptive Information for the AIP and transfers it#0to the Data Management entity along with a database update request.,it,19,the Descriptive Information,A,transfers,ARG2,ARG1,1,13
164-it-0,The Coordinate Updates function also incorporates the storage identification information into the Descriptive Information for the AIP and transfers it#0to the Data Management entity along with a database update request.,it,19,the AIP,A,transfers,ARG2,ARG1,1,13
165-them-0,"Archival Storage functions include receiving AIPs from Ingest and adding them#0to permanent storage, managing the storage hierarchy, refreshing the media on which archive holdings are stored, performing routine and special error checking, providing disaster recovery capabilities, and providing AIPs to Access to fulfill orders.",them,10,Archival Storage functions,UA,include,ARG2,ARG1,1,0
165-them-0,"Archival Storage functions include receiving AIPs from Ingest and adding them#0to permanent storage, managing the storage hierarchy, refreshing the media on which archive holdings are stored, performing routine and special error checking, providing disaster recovery capabilities, and providing AIPs to Access to fulfill orders.",them,10,AIPs,UA,include,ARG1,ARG1,1,0
165-them-0,"Archival Storage functions include receiving AIPs from Ingest and adding them#0to permanent storage, managing the storage hierarchy, refreshing the media on which archive holdings are stored, performing routine and special error checking, providing disaster recovery capabilities, and providing AIPs to Access to fulfill orders.",them,10,Ingest,UA,include,ARG1,ARG1,1,0
166-it-0,"However, the data constituting the Packaging Information may be changed as long as it#0continues to perform the same function and there is a straightforward implementation that does not cause information loss.",it,14,the data,A,changed,ARG1,ARGM-TMP,0,0
166-it-0,"However, the data constituting the Packaging Information may be changed as long as it#0continues to perform the same function and there is a straightforward implementation that does not cause information loss.",it,14,the Packaging Information,A,changed,ARG1,ARGM-TMP,0,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,The migration strategy,A,select,ARG0,ARGM-PRD,0,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,a storage medium,A,select,ARG1,ARGM-PRD,0,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,consideration,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,the expected and actual rates,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,errors,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-0,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their#0performance, and their costs of ownership.",their,25,various media types,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,The migration strategy,A,select,ARG0,ARGM-PRD,0,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,a storage medium,A,select,ARG1,ARGM-PRD,0,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,consideration,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,the expected and actual rates,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,errors,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,various media types,A,select,ARGM-PRD,ARGM-PRD,1,0
167-their-1,"The migration strategy must select a storage medium, taking into consideration the expected and actual rates of errors encountered in various media types, their performance, and their#1costs of ownership.",their,29,their performance,A,select,ARGM-PRD,ARGM-PRD,1,0
168-them-0,This function receives an AIP request that identifies the requested AIP(s) and provides them#0on the requested media type or transfers them to a staging area.,them,14,This function,UA,provides,ARG0,ARG2,1,0
168-them-0,This function receives an AIP request that identifies the requested AIP(s) and provides them#0on the requested media type or transfers them to a staging area.,them,14,an AIP request,UA,provides,ARG0,ARG2,1,0
168-them-0,This function receives an AIP request that identifies the requested AIP(s) and provides them#0on the requested media type or transfers them to a staging area.,them,14,the requested AIP(s,UA,provides,ARG1,ARG2,1,11
168-them-1,This function receives an AIP request that identifies the requested AIP(s) and provides them on the requested media type or transfers them#1to a staging area.,them,22,This function,UA,transfers,ARG0,ARG1,1,0
168-them-1,This function receives an AIP request that identifies the requested AIP(s) and provides them on the requested media type or transfers them#1to a staging area.,them,22,an AIP request,UA,transfers,ARG1,ARG1,1,19
168-them-1,This function receives an AIP request that identifies the requested AIP(s) and provides them on the requested media type or transfers them#1to a staging area.,them,22,the requested AIP(s,UA,transfers,ARG1,ARG1,1,19
168-them-1,This function receives an AIP request that identifies the requested AIP(s) and provides them on the requested media type or transfers them#1to a staging area.,them,22,the requested media type,UA,transfers,ARG1,ARG1,1,8
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,The Generate Report function,A,executes,ARG0,ARG1,1,0
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,a report request,A,executes,ARG1,ARG1,1,11
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,Ingest,A,executes,ARG2,ARG1,1,11
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,Access,A,executes,ARG2,ARG1,1,11
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,Access or Administration,A,executes,ARG2,ARG1,1,11
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,Administration,A,executes,ARG2,ARG1,1,11
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,any queries,A,executes,ARG1,ARG1,1,0
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,any queries or other processes,A,executes,ARG1,ARG1,1,0
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,other processes,A,executes,ARG1,ARG1,1,0
169-it-0,"The Generate Report function receives a report request from Ingest, Access or Administration and executes any queries or other processes necessary to generate the report that it#0supplies to the requester.",it,27,the report,A,executes,ARG1,ARG1,1,0
170-they-0,"Administration functions include soliciting and negotiating submission agreements with producers, auditing submissions to ensure that they#0meet archive standards, and maintaining configuration management of system hardware and software.",they,16,Administration functions,A,include,ARG2,ARG1,1,0
170-they-0,"Administration functions include soliciting and negotiating submission agreements with producers, auditing submissions to ensure that they#0meet archive standards, and maintaining configuration management of system hardware and software.",they,16,submission agreements,A,include,ARG1,ARG1,1,0
170-they-0,"Administration functions include soliciting and negotiating submission agreements with producers, auditing submissions to ensure that they#0meet archive standards, and maintaining configuration management of system hardware and software.",they,16,producers,A,include,ARG1,ARG1,1,0
170-they-0,"Administration functions include soliciting and negotiating submission agreements with producers, auditing submissions to ensure that they#0meet archive standards, and maintaining configuration management of system hardware and software.",they,16,submissions,A,include,ARG1,ARG1,1,0
171-they-0,Audits data in SIPs or AIPs to ensure that they#0meet specified requirements.,they,9,Audits data,A,ensure,O,ARG1,0,-1
171-they-0,Audits data in SIPs or AIPs to ensure that they#0meet specified requirements.,they,9,SIPs,A,ensure,O,ARG1,0,-1
171-they-0,Audits data in SIPs or AIPs to ensure that they#0meet specified requirements.,they,9,SIPs or AIPs,A,ensure,O,ARG1,0,-1
171-they-0,Audits data in SIPs or AIPs to ensure that they#0meet specified requirements.,they,9,AIPs,A,ensure,O,ARG1,0,-1
172-it-0,The Activate Requests function maintains a record of event-driven requests and periodically compares it#0to the contents of the archive to determine if all needed data is available.,it,15,The Activate Requests function,A,compares,ARG0,ARG1,1,0
172-it-0,The Activate Requests function maintains a record of event-driven requests and periodically compares it#0to the contents of the archive to determine if all needed data is available.,it,15,a record,A,compares,ARG1,ARG1,1,10
172-it-0,The Activate Requests function maintains a record of event-driven requests and periodically compares it#0to the contents of the archive to determine if all needed data is available.,it,15,event-driven requests,A,compares,ARG1,ARG1,1,10
173-it-0,Maintains a record of event-driven events and compares it#0to the contents of the repository.,it,10,a record,UA,compares,ARG1,ARG1,1,9
173-it-0,Maintains a record of event-driven events and compares it#0to the contents of the repository.,it,10,event-driven events,UA,compares,ARG1,ARG1,1,9
174-their-0,The Monitor Designated Community function interacts with archive Consumers and Producers to track changes in their#0service requirements and available product technologies.,their,15,The Monitor Designated Community function,UA,interacts,ARG0,ARGM-PNC,0,0
174-their-0,The Monitor Designated Community function interacts with archive Consumers and Producers to track changes in their#0service requirements and available product technologies.,their,15,archive Consumers,UA,interacts,ARG1,ARGM-PNC,0,0
174-their-0,The Monitor Designated Community function interacts with archive Consumers and Producers to track changes in their#0service requirements and available product technologies.,their,15,archive Consumers and Producers,UA,interacts,ARG1,ARGM-PNC,0,0
174-their-0,The Monitor Designated Community function interacts with archive Consumers and Producers to track changes in their#0service requirements and available product technologies.,their,15,Producers,UA,interacts,ARG1,ARGM-PNC,0,0
174-their-0,The Monitor Designated Community function interacts with archive Consumers and Producers to track changes in their#0service requirements and available product technologies.,their,15,changes,UA,interacts,ARGM-PNC,ARGM-PNC,1,0
175-their-0,Interacts with repository users and content providers to track changes in their#0service requirements and available product technologies.,their,11,repository users,A,Interacts,ARG1,ARGM-PRP,0,0
175-their-0,Interacts with repository users and content providers to track changes in their#0service requirements and available product technologies.,their,11,repository users and content providers,A,Interacts,ARG1,ARGM-PRP,0,0
175-their-0,Interacts with repository users and content providers to track changes in their#0service requirements and available product technologies.,their,11,content providers,A,Interacts,ARG1,ARGM-PRP,0,0
175-their-0,Interacts with repository users and content providers to track changes in their#0service requirements and available product technologies.,their,11,changes,A,Interacts,ARGM-PRP,ARGM-PRP,1,0
176-it-0,"This function receives reports from the Monitor Designated Communities and Monitor Technology functions, and it#0receives performance information, inventory reports and summarized consumer comments from Administration.",it,15,This function,UA,receives,ARG0,ARG0,1,14
176-it-0,"This function receives reports from the Monitor Designated Communities and Monitor Technology functions, and it#0receives performance information, inventory reports and summarized consumer comments from Administration.",it,15,reports,UA,receives,ARG1,ARG0,1,14
176-it-0,"This function receives reports from the Monitor Designated Communities and Monitor Technology functions, and it#0receives performance information, inventory reports and summarized consumer comments from Administration.",it,15,the Monitor Designated Communities,UA,receives,ARG2,ARG0,1,14
176-it-0,"This function receives reports from the Monitor Designated Communities and Monitor Technology functions, and it#0receives performance information, inventory reports and summarized consumer comments from Administration.",it,15,the Monitor Designated Communities and Monitor Technology functions,UA,receives,ARG2,ARG0,1,14
176-it-0,"This function receives reports from the Monitor Designated Communities and Monitor Technology functions, and it#0receives performance information, inventory reports and summarized consumer comments from Administration.",it,15,Monitor Technology functions,UA,receives,O,ARG0,0,-1
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,This function,A,produces,ARG0,ARG1,1,0
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,external data standards,A,produces,ARG1,ARG1,1,8
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,Monitor Technology,A,produces,ARG2,ARG1,1,8
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,profiles,A,produces,ARG1,ARG1,1,0
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,those standards,A,produces,ARG1,ARG1,1,0
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,Administration,A,produces,ARG1,ARG1,1,0
177-their-0,This function also receives external data standards from Monitor Technology and produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,24,proposals,A,produces,ARG1,ARG1,1,0
178-their-0,Produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,13,profiles,A,Produces,ARG1,ARG1,1,0
178-their-0,Produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,13,those standards,A,Produces,ARG1,ARG1,1,0
178-their-0,Produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,13,Administration,A,Produces,ARG1,ARG1,1,0
178-their-0,Produces profiles of those standards that are sent to Administration as proposals on their#0potential usage.,their,13,proposals,A,Produces,ARG1,ARG1,1,0
179-their-0,NLM will test preservation actions in order to determine their#0effectiveness across a range of digital objects.,their,9,NLM,A,test,ARG0,ARGM-PRP,0,0
179-their-0,NLM will test preservation actions in order to determine their#0effectiveness across a range of digital objects.,their,9,preservation actions,A,test,ARG1,ARGM-PRP,0,0
179-their-0,NLM will test preservation actions in order to determine their#0effectiveness across a range of digital objects.,their,9,order,A,test,ARGM-PRP,ARGM-PRP,1,0
180-its-0,"NLM System Administration/Programming Access, ultimate rights to the system, required for its#0management, development, and for assigning appropriate rights to users.",its,15,NLM System Administration/Programming Access,A,required,ARG1,ARGM-PRP,0,0
180-its-0,"NLM System Administration/Programming Access, ultimate rights to the system, required for its#0management, development, and for assigning appropriate rights to users.",its,15,ultimate rights,A,required,ARG1,ARGM-PRP,0,0
180-its-0,"NLM System Administration/Programming Access, ultimate rights to the system, required for its#0management, development, and for assigning appropriate rights to users.",its,15,the system,A,required,ARG1,ARGM-PRP,0,0
181-they-0,The Clarus system shall process data as they#0are received.,they,7,The Clarus system,UA,process,ARG0,ARGM-TMP,0,0
181-they-0,The Clarus system shall process data as they#0are received.,they,7,data,UA,process,ARG1,ARGM-TMP,0,0
182-its-0,The Clarus system shall be able to base its#0quality control process on values from multiple observations.,its,8,The Clarus system,UA,be,ARG1,ARG2,1,0
183-their-0,The Clarus system shall be able to communicate with RWIS databases through their#0native interfaces.,their,12,The Clarus system,UA,be,ARG1,ARG2,1,0
183-their-0,The Clarus system shall be able to communicate with RWIS databases through their#0native interfaces.,their,12,RWIS databases,UA,be,ARG2,ARG2,1,0
184-them-0,The Clarus system shall be able to collect data from sources within 5 minutes of them#0becoming available.,them,15,The Clarus system,A,be,ARG1,ARG2,1,0
184-them-0,The Clarus system shall be able to collect data from sources within 5 minutes of them#0becoming available.,them,15,data,A,be,ARG2,ARG2,1,0
184-them-0,The Clarus system shall be able to collect data from sources within 5 minutes of them#0becoming available.,them,15,sources,A,be,ARG2,ARG2,1,0
184-them-0,The Clarus system shall be able to collect data from sources within 5 minutes of them#0becoming available.,them,15,5 minutes,A,be,ARG2,ARG2,1,0
185-they-0,The CAS shall be configurable to allow new observation types to be implemented as they#0become available.,they,14,The CAS,UA,be,ARG1,ARGM-PRP,0,0
185-they-0,The CAS shall be configurable to allow new observation types to be implemented as they#0become available.,they,14,new observation types,UA,be,ARGM-PRP,ARGM-PRP,1,0
186-its-0,CS shall collect environmental data based on its#0configured schedule.,its,7,CS,A,collect,ARG0,ARG1,1,0
186-its-0,CS shall collect environmental data based on its#0configured schedule.,its,7,environmental data,A,collect,ARG1,ARG1,1,0
187-its-0,CS shall be able to dynamically adjust its#0retrieval schedules when environmental data is expected to be ready but is temporarily delayed.,its,7,CS,UA,be,ARG1,ARG2,1,0
188-they-0,CS shall process environmental data as they#0are received.,they,6,CS,UA,process,ARG0,ARGM-TMP,0,0
188-they-0,CS shall process environmental data as they#0are received.,they,6,environmental data,UA,process,ARG1,ARGM-TMP,0,0
189-its-0,The Clarus system shall be able to communicate with environmental sensor stations through its#0collector using the NTCIP ESS 1204.,its,13,The Clarus system,A,be,ARG1,ARG2,1,0
189-its-0,The Clarus system shall be able to communicate with environmental sensor stations through its#0collector using the NTCIP ESS 1204.,its,13,environmental sensor stations,A,be,ARG2,ARG2,1,0
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,CS,A,be,ARG1,ARG2,1,0
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,data,A,be,ARG2,ARG2,1,0
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,an RWIS database,A,be,ARG2,ARG2,1,0
191-its-0,The Clarus system shall be able to communicate with an individual ESS through its#0native interface.,its,13,The Clarus system,A,be,ARG1,ARG2,1,0
191-its-0,The Clarus system shall be able to communicate with an individual ESS through its#0native interface.,its,13,an individual ESS,A,be,ARG2,ARG2,1,0
192-they-0,The DOG shall be able to monitor new environmental data services as they#0are added.,they,12,The DOG,UA,be,ARG1,ARG2,1,0
192-they-0,The DOG shall be able to monitor new environmental data services as they#0are added.,they,12,new environmental data services,UA,be,ARG2,ARG2,1,0
193-its-0,The DOG shall be able to record its#0activities.,its,7,The DOG,UA,be,ARG1,ARG2,1,0
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,The QEDC,UA,maintain,ARG0,ARG1,1,0
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,observations,UA,maintain,ARG1,ARG1,1,0
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,observations and their associated quality flags,UA,maintain,ARG1,ARG1,1,0
195-its-0,The QEDC shall support queries for its#0observations.,its,6,The QEDC,UA,support,ARG0,ARG1,1,0
195-its-0,The QEDC shall support queries for its#0observations.,its,6,queries,UA,support,ARG1,ARG1,1,0
196-their-0,QEDS shall log their#0activities.,their,3,QEDS,A,log,ARG0,ARG1,1,0
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,The contributors,UA,define,ARG0,ARG1,1,0
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,the units,UA,define,ARG1,ARG1,1,0
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,measurements,UA,define,ARG1,ARG1,1,0
198-it-0,The Clarus program shall determine how it#0will provide data and information to contributors.,it,6,The Clarus program,UA,determine,ARG0,ARG1,1,0
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,The Clarus program,UA,inform,ARG0,ARG2,1,0
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,contributors,UA,inform,ARG1,ARG2,1,0
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,the acceptance,UA,inform,ARG2,ARG2,1,0
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,the acceptance and use,UA,inform,ARG2,ARG2,1,0
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,use,UA,inform,ARG2,ARG2,1,0
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,The logon screen,UA,activate,ARG0,ARGM-ADV,0,0
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,command control,UA,activate,ARG1,ARGM-ADV,0,0
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,the user,UA,activate,ARGM-ADV,ARGM-ADV,1,0
201-it-0,"When a device status has been overridden, on the screen it#0shall appear with different color from the normal and alarm status colors.",it,11,a device status,UA,appear,ARGM-TMP,ARG1,0,0
201-it-0,"When a device status has been overridden, on the screen it#0shall appear with different color from the normal and alarm status colors.",it,11,the screen,UA,appear,ARGM-LOC,ARG1,0,0
202-their-0,"The user should not be able to update log entries other than for their#0own login, for the current day and current shift.",their,13,The user,A,be,ARG1,ARG2,1,0
202-their-0,"The user should not be able to update log entries other than for their#0own login, for the current day and current shift.",their,13,log entries,A,be,ARG2,ARG2,1,0
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,Any change,UA,reported,ARG1,ARGM-TMP,0,0
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,device state,UA,reported,ARG1,ARGM-TMP,0,0
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,the screen,UA,reported,ARGM-LOC,ARGM-TMP,0,0
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,the time,UA,reported,ARGM-TMP,ARGM-TMP,1,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,each workstation and control unit,A,identify,ARGM-TMP,ARG1,0,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,workstation or intelligent controller,A,identify,ARGM-TMP,ARG1,0,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the FCU,A,identify,ARGM-TMP,ARG1,0,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the FCU or DCU,A,identify,ARGM-TMP,ARG1,0,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,DCU,A,identify,ARGM-TMP,ARG1,0,0
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the system,A,identify,ARG0,ARG1,1,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,each workstation and control unit,A,identify,ARGM-TMP,ARG1,0,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,workstation or intelligent controller,A,identify,ARGM-TMP,ARG1,0,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the FCU,A,identify,ARGM-TMP,ARG1,0,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the FCU or DCU,A,identify,ARGM-TMP,ARG1,0,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,DCU,A,identify,ARGM-TMP,ARG1,0,0
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the system,A,identify,ARG0,ARG1,1,0
