Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation
188-they-0,CS shall process environmental data as they#0are received.,they,6,environmental data,UA
189-its-0,The Clarus system shall be able to communicate with environmental sensor stations through its#0collector using the NTCIP ESS 1204.,its,13,The Clarus system,A
189-its-0,The Clarus system shall be able to communicate with environmental sensor stations through its#0collector using the NTCIP ESS 1204.,its,13,environmental sensor stations,A
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,CS,A
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,data,A
190-its-0,CS shall be able to accept data from an RWIS database in its#0native output format.,its,12,an RWIS database,A
191-its-0,The Clarus system shall be able to communicate with an individual ESS through its#0native interface.,its,13,The Clarus system,A
191-its-0,The Clarus system shall be able to communicate with an individual ESS through its#0native interface.,its,13,an individual ESS,A
192-they-0,The DOG shall be able to monitor new environmental data services as they#0are added.,they,12,The DOG,UA
192-they-0,The DOG shall be able to monitor new environmental data services as they#0are added.,they,12,new environmental data services,UA
193-its-0,The DOG shall be able to record its#0activities.,its,7,The DOG,UA
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,The QEDC,UA
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,observations,UA
194-their-0,The QEDC shall maintain observations and their#0associated quality flags for seven days.,their,6,observations and their associated quality flags,UA
195-its-0,The QEDC shall support queries for its#0observations.,its,6,The QEDC,UA
195-its-0,The QEDC shall support queries for its#0observations.,its,6,queries,UA
196-their-0,QEDS shall log their#0activities.,their,3,QEDS,A
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,The contributors,UA
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,the units,UA
197-their-0,The contributors shall define the units of measurements of their#0shared data and information.,their,9,measurements,UA
198-it-0,The Clarus program shall determine how it#0will provide data and information to contributors.,it,6,The Clarus program,UA
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,The Clarus program,UA
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,contributors,UA
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,the acceptance,UA
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,the acceptance and use,UA
199-their-0,The Clarus program shall inform contributors of the acceptance and use of their#0data and information.,their,12,use,UA
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,The logon screen,UA
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,command control,UA
200-it-0,The logon screen shall activate command control for the user if the user requests it#0and has authorization.,it,14,the user,UA
201-it-0,"When a device status has been overridden, on the screen it#0shall appear with different color from the normal and alarm status colors.",it,11,a device status,UA
201-it-0,"When a device status has been overridden, on the screen it#0shall appear with different color from the normal and alarm status colors.",it,11,the screen,UA
202-their-0,"The user should not be able to update log entries other than for their#0own login, for the current day and current shift.",their,13,The user,A
202-their-0,"The user should not be able to update log entries other than for their#0own login, for the current day and current shift.",their,13,log entries,A
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,Any change,UA
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,device state,UA
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,the screen,UA
203-it-0,Any change in device state shall be reported on the screen not later than 2 seconds from the time it#0occurs.,it,19,the time,UA
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,each workstation and control unit,A
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,workstation or intelligent controller,A
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the FCU,A
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the FCU or DCU,A
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,DCU,A
204-it-0,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it#0and all its associated device sensors.",it,24,the system,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,each workstation and control unit,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,workstation or intelligent controller,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the FCU,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the FCU or DCU,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,DCU,A
204-its-1,"When each workstation and control unit (workstation or intelligent controller at the FCU or DCU) comes online, the system shall identify it and all its#1associated device sensors.",its,27,the system,A
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,The RLCS software,A
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,each control unit,A
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,each control unit and device sensor,A
205-it-0,The RLCS software shall initialize each control unit and device sensor as it#0is identified.,it,12,device sensor,A
206-their-0,"The devices can be manually controlled/operated from their#0cabinets (e.g."": Gates).""",their,9,The devices,UA
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,The normal operating mode,UA
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,Friday,UA
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,the system,UA
207-its-0,"The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its#0closed state after hours.",its,25,order,UA
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,the supervision,A
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,itÂ,A
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,movements,A
208-its-0,If the supervision is performed by a RBCÂ itÂ shall be possible to prevent movements of a traction unit in its#0area if not authorised by the RBC.,its,22,a traction unit,A
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,request,UA
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the RBC,UA
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the driver,UA
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the possibility,UA
209-him-0,"On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him#0until the end of the on sight section is clear.",him,19,the track,UA
210-it-0,If the release speed is calculated on board it#0shall ensure that the train will stop before reaching the danger point.,it,8,the release speed,A
210-it-0,If the release speed is calculated on board it#0shall ensure that the train will stop before reaching the danger point.,it,8,board,A
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,the braking curve area,UA
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,a warning,UA
211-him-0,"Within the braking curve area, a warning shall be given to the driver to enable him#0to react and avoid intervention from ETCS equipment at least 5 sec before the intervention.",him,16,the driver,UA
212-it-0,If a train cannot stop at the proposed new target location it#0shall reject the request and keep the old target location.,it,12,a train,A
212-it-0,If a train cannot stop at the proposed new target location it#0shall reject the request and keep the old target location.,it,12,the proposed new target location,A
213-its-0,The train may proceed unrestricted to the end of its#0movement authority.,its,9,The train,UA
213-its-0,The train may proceed unrestricted to the end of its#0movement authority.,its,9,the end,UA
214-it-0,"If the text message facility is implemented, it#0shall not interfere with the ability of users to make or receive high priority voice or data calls.",it,8,the text message facility,UA
215-it-0,"Where fax functionality is provided, it#0shall be possible to interrupt the fax to make or receive a high priority voice or data call.",it,6,fax functionality,A
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the train,A
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the call area,A
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,the call,A
216-it-0,"If the train moves out of the call area whilst the call is in progress, it#0will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.",it,16,progress,A
217-it-1,It should be possible for the Cab radio to be used without the network service (if it#1should fail or if there is no authorised network coverage) such that local open channel communications are still possible.,it,17,the Cab radio,A
217-it-1,It should be possible for the Cab radio to be used without the network service (if it#1should fail or if there is no authorised network coverage) such that local open channel communications are still possible.,it,17,the network service,A
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a national railway,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a handheld portable,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,the Cab radio,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,a clear indication,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,an interface,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,use,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,the handheld portable,UA
218-it-0,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: - provide a clear indication as to whether the handheld portable is activated or not; - provide an interface to allow the handheld portable to be recharged when not in use; - forward calls automatically to the handheld portable when the handheld portable is activated; - cancel any call forwarding to the handheld portable when it#0is deactivated; - allow the driver to override the call forwarding to the handheld portable.",it,79,any call forwarding,UA
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the configuration,UA
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the time,UA
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,t minutes,UA
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the MMI,UA
219-it-0,"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: - less than t minutes â€“ the MMI shall power up with the same configuration as when it#0was last powered down; - greater than t minutes â€“ the MMI shall power up with default settings.",it,42,the same configuration,UA
220-it-0,The design of the equipment shall make it#0possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,7,The design,A
220-it-0,The design of the equipment shall make it#0possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,7,the equipment,A
220-it-1,The design of the equipment shall make it possible to install it#1within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,11,The design,A
220-it-1,The design of the equipment shall make it possible to install it#1within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,it,11,the equipment,A
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the 30 second period,UA
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the connection,UA
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,the system,UA
221-it-0,"After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it#0was unable to connect the call.",it,22,another audible and visual indication,UA
222-it-0,"For post-incident analysis, it#0is important that the origination and reception of railway# emergency calls by mobiles is confirmed by a message sent to a ground-based central location (and also recorded in the on-train recording device).""",it,6,post-incident analysis,A
223-it-0,"Throughout the duration of the shunting group call, it#0shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",it,9,the duration,A
223-it-0,"Throughout the duration of the shunting group call, it#0shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",it,9,the shunting group call,A
224-our-0,"300ms represents our#0current best estimate of the QoS figure, although this will need to be confirmed through user trials.",our,2,300ms,A
225-it-0,Each authority can decide whether it#0wishes to use synchronised BTSs.,it,5,Each authority,UA
226-it-0,The network shall terminate the ongoing VGCS/VBS call if it#0receives the 3-digit sequence â€œ***â€ transmitted via DTMF signals.,it,11,The network,A
226-it-0,The network shall terminate the ongoing VGCS/VBS call if it#0receives the 3-digit sequence â€œ***â€ transmitted via DTMF signals.,it,11,the ongoing VGCS/VBS call,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,The network,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the SET-PARAMETER message,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the attribute,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,â€œD,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,ATT,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,Tâ€1,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,[EN,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the mobile station,A
227-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Tâ€1 [EN 301 515, Index [6]] to the mobile station of the talking subscriber if it#0receives the 3- digit sequence â€œdddâ€ transmitted via DTMF or the group call SETUP message2 from a controller terminal.",it,36,the talking subscriber,A
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the network,A
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the 3-digit DTMF sequence,A
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,DTMF,A
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,a controller terminal,A
228-it-0,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it#0should indicate its recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,it,27,the controller,A
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the network,A
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the 3-digit DTMF sequence,A
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,DTMF,A
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,a controller terminal,A
228-its-1,When the network has detected the 3-digit DTMF sequence â€œdddâ€ transmitted via DTMF from a controller terminal and if the controller was not previously talking it should indicate its#1recognition by playing a single DTMF grant tone â€œ?â€ of duration of 100ms ï‚± 5ms to be sent to that controller terminal only.,its,30,the controller,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,The network,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the SET-PARAMETER message,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the attribute,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,â€œD,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,ATT,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,[EN,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the mobile,A
229-it-0,"The network shall send the SET-PARAMETER message with the attribute â€œD-ATT = Fâ€3 [EN 301 515, Index [6]] to the mobile of the talking subscriber only if it#0has received the 3-digit sequence â€œdDDâ€ transmitted via DTMF from all the talking controllers4.",it,36,the talking subscriber,A
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,the railway specific standards,UA
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,Pre,UA
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,-,UA
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,standards,UA
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,ENV,UA
230-their-0,"Many of the railway specific standards referenced are Pre-standards (eg [prEN 50155, ENV 50121, prEN 50125]) and should be re-examined for their#0applicability to the EIRENE system if any modifications are made to these standards in the future.",their,31,prEN,UA
231-its-0,Each of the other cabs on the train will be contacted using its#0functional number (registered by the other drivers prior to the establishment of the call).,its,12,the other cabs,A
231-its-0,Each of the other cabs on the train will be contacted using its#0functional number (registered by the other drivers prior to the establishment of the call).,its,12,the train,A
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,registration,UA
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the mobile,UA
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the MSISDN,UA
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the MSISDN or the Engine or Coach number,UA
232-it-0,"Upon registration, the mobile shall be accessible by calling the MSISDN or the Engine or Coach number with which it#0is associated.",it,20,the Engine or Coach number,UA
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,The Cab radio system,UA
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,a means,UA
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,the driver,UA
233-he-0,The Cab radio system shall provide a means for the driver to terminate established calls which he#0is authorised to terminate.,he,16,established calls,UA
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,The Digitalhome programmable Appliance Manager,A
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,management,A
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,a homeâ€™s small appliances,A
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,lighting units,A
234-them-0,"The Digitalhome programmable Appliance Manager shall provide for management of a homeâ€™s small appliances, including lighting units, by allowing a user to turn them#0on or off as desired.",them,27,a user,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,the product,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,this document,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,a â€œprototypeâ€ version,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,all modules,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,all modules and components,A
235-it-0,"Although the product produced under this document will be a â€œprototypeâ€ version, all modules and components of this prototype version shall be designed and implemented in such a manner that it#0may be incorporated in a fully specified commercial version of the Digitalhome System.",it,31,components,A
